sentence,label_name,label_ID,language
"The videotaped beatings of two illegal immigrants by his deputies was a shocking use of excessive force, Riverside County Sheriff Larry Smith said Wednesday.",Crime and Punishment,7.0,en
"In Los Angeles, Yvonne Magdalena Flores, president of the Mexican-American Bar Association of Los Angeles County, said she plans to file a federal lawsuit today on behalf of the two immigrants who were beaten.","Legality, Constitutionality, Jurisdiction",5.0,en
AN IMMIGRANT from Guyana was convicted of murder yesterday for stabbing his fiancée to death three weeks after paying to smuggle her here.,Crime and Punishment,7.0,en
The study comes on the heels of new census data on the country's Hispanic population,Cultural Identity,11.0,en
"His town sits in Atkinson County, Ga., population 8,030 and a cauldron of demographic change. Over the past decade, hundreds of thousands of immigrants, mostly from Mexico, have poured into the South, bypassing traditional settlement states like New York, California and Florida in favor of far-flung towns with thriving industries.",Cultural Identity,11.0,en
"AS a decidedly non-mainstream Republican in a decidedly Democratic state, Gov. Arnold Schwarzenegger of California has had to walk a tightrope, and he's slipped more than once. But on a tricky issue that's confounding both parties, he has managed to find a clever third way: The immigrant from Austria who made good is pursuing a pragmatic approach to illegal immigration that warring elements in Washington might do well to emulate.",Political,13.0,en
"In an attempt to strike a pre-election Republican compromise on immigration, two conservative lawmakers will unveil a plan today that would allow most of the estimated 12 million illegal immigrants in the United States a chance to work in the United States legally but only after the government certifies that U.S. borders have been sufficiently secured, two congressional aides said.",Political,13.0,en
FOREIGNERS INCREASINGLY FILL AREA'S SEASONAL JOBS,Economic,1.0,en
"Colorado, let's see some ID","Legality, Constitutionality, Jurisdiction",5.0,en
"Plethora of bills will make for a hectic special session Legislators will face up to 60 measures, many on illegal immigration, when they return Thursday.",Political,13.0,en
Metro Briefing  New York: Manhattan: Bloomberg To Testify,Political,13.0,en
Lumping all Latino voters into one group is crazy,Political,13.0,en
Campaigns in Mexico focus on economic fix; Voters skeptical of candidates' job promises,Economic,1.0,en
"The ""broken"" immigration system is front burner this election season in Georgia and across the nation. Politicians are promising to push back the illegal immigration wave.",Political,13.0,en
"Jack King, director of national affairs for the California Farm Bureau Federation, said his surveys show that the peak-harvest workforce in the state this year of about 500,000 is down 20 percent, with a sharper drop-off for some harvests.",Economic,1.0,en
Thinking Right; Immigration: what's the story here?,Other,15.0,en
4 HOSPITALS AGREE TO ADD TRANSLATORS FOR IMMIGS,Health and Safety,9.0,en
"The turnout at today's rally may provide a barometer of the vitality of the immigrant rights movement, which sent millions to the streets this spring but has generated less public attention in recent months. Local organizers said they expect hundreds of thousands of demonstrators from the East Coast, but protests this week in Phoenix and Chicago drew disappointing crowds.",Public Sentiment,12.0,en
Illegal immigrants are costly for taxpayers,Economic,1.0,en
The New Crossroads of the World,Other,15.0,en
"But come November, thousands of them will speak the one language all politicians understand: the language of the vote.",Political,13.0,en
"Break in Mexico slayings Denver arrest may help solve rapes, murders of women in Ciudad Juarez HUNDREDS OF VICTIMS Immigration officials arrest a Mexican national suspected in the serial killings of at least 10 women in the border town.
",Crime and Punishment,7.0,en
"Immigration issue is solved with fines, jail time",Crime and Punishment,7.0,en
"In an effort to salvage the illegal immigration reform bill, congressional Republicans finally backed off their plan to penalize the school children of illegal immigrants - and bucked Bob Dole, their presidential candidate, in the process. Unfortunately, the bill they struggled to save is still a severely flawed piece of work.",Political,13.0,en
O'Hanlon and Boot say that importing immigrants to be soldiers would solve the military's recruitment problems and provide the armed forces with more translators and experts in other cultures.,Security and Defense,8.0,en
"On behalf of six illegal immigrant workers, including the widow of a Mexican killed on a Brooklyn demolition site, the American Civil Liberties Union and other law and labor groups charged yesterday that the United States has failed to protect basic workplace rights guaranteed under international law.","Legality, Constitutionality, Jurisdiction",5.0,en
"Amish couple sue over photo rule Pictures required for immigration violate their beliefs, they say.",Morality,3.0,en
"The couple's attorney, Michael Sampson, who is taking the case without charge, said they could be excommunicated if the Amish community learned of the lawsuit, so he asked a federal judge to let them proceed anonymously. The judge has not ruled on the request.","Legality, Constitutionality, Jurisdiction",5.0,en
"But that bill was successfully resisted by House Republicans, who feared a voter backlash against anything that smacked of ''amnesty'' for illegal immigrants. Those lawmakers portrayed the Senate bill as embracing just that, no matter what the measure's backers, including Mr. Bush, said to the contrary.",Political,13.0,en
It is testimony to the utter impotence of Congress and the federal immigration bureaucracy that it falls on the Cobb County Sheriff's Department to ensure that people in the country illegally who are convicted of crimes are deported.,Crime and Punishment,7.0,en
"Under the law, landlords will be required to submit to the city documentation of their tenants' immigration status. The city, in return, will pass the information on to the feds for verification.","Legality, Constitutionality, Jurisdiction",5.0,en
"To demand the end of repression and to ask for Congress to recognize and address the systemic failures of 20 years of immigration policy, New York United is holding a march and rally on Saturday under this slogan: No deal: full legalization now!",Public Sentiment,12.0,en
IMMIGRATION REFORM COMES UP SHORT,Policy Prescription and Evaluation,6.0,en
"Justices open term, hear case about drugs, deportation","Legality, Constitutionality, Jurisdiction",5.0,en
A controversy in Greeley that rallied immigration advocates as well as foes of illegal immigration last year is far from over.,Public Sentiment,12.0,en
ICE had been denying his pleas for citizenship because it alleged he tortured and murdered people while he was a soldier for El Salvador's brutal Treasury Police. Larin-Lara had admitted to other offenses but never to those.,Crime and Punishment,7.0,en
"Sellier said he plans to work with the Georgia Association of Latino Elected Officials and Georgia's two other Hispanic state lawmakers, state Reps. Pedro Marin (D-Duluth) and David Casas (R-Lilburn). But he said he will not necessarily agree with them on every issue.",Political,13.0,en
"""Crack Down on Illegal Immigration",Crime and Punishment,7.0,en
Recent immigration raids,Crime and Punishment,7.0,en
POLITICS: THE ISSUES; Dole's Immigration Stance Splits G.O.P.,Political,13.0,en
"On the Lam by the Thousands, Pursued by the Dozens",Crime and Punishment,7.0,en
The Bush administration yesterday circulated a new plan for immigration reform that would create a guest-worker program for illegal immigrants currently in the country but would require them to return home and pay a large fine to gain permanent U.S. residency.,Policy Prescription and Evaluation,6.0,en
Anti-illegal immigration law challenge,"Legality, Constitutionality, Jurisdiction",5.0,en
"Mexican President Felipe Calderon chastised President Bush yesterday, accusing him of doing too little to stem the causes of illegal immigration and failing to curb the U.S. appetite for illegal drugs.",External Regulation and Reputation,14.0,en
Suspected illegal immigrants found,Crime and Punishment,7.0,en
MAN'S BUSINESS WOULD'VE KEPT IMMIGRANTS HOME,Economic,1.0,en
Demand for English Lessons Outstrips Supply,Capacity and Resources,2.0,en
"Advocates point to an ally in the new Democratic administration. ""It was very clear during his campaign that Governor [Martin] O'Malley recognized that one in 10 Marylanders was born in another country,"" said Kim Propeack, CASA's advocacy director.
",Political,13.0,en
Cleaning Executives Indicted in $18 Million Fraud,Crime and Punishment,7.0,en
Assimilation key to immigration reform,Cultural Identity,11.0,en
"They also were responsible for starting 25 percent of new U.S. high-technology companies in the last decade, said the study, which also involved the University of California at Berkeley.",Economic,1.0,en
"In Research Triangle Park along the Durham-Wake county line, immigrants founded 18.7 percent of high-tech startups. That compares with 52.4 percent in California's Silicon Valley.",Economic,1.0,en
Senators in Bipartisan Deal On Broad Immigration Bill,Political,13.0,en
Rally draws a small crowd,Public Sentiment,12.0,en
"Immigration activists here also have moved their focus from hitting the streets to walking the hallways of the state Capitol and taking their message to neighborhood churches to put a human face on the debate. Still, the rally Saturday at Kiener Plaza aimed to show Congress and the community that local activists are still fighting for comprehensive change in the immigration system.",Public Sentiment,12.0,en
"But last spring, the attorney for the regents, Burns Newsome, advised them to end the waivers for illegal immigrants, saying the practice is at odds with SB 529. Now, the regents are having a series of public hearings to get input on the issue.
","Legality, Constitutionality, Jurisdiction",5.0,en
Visa process bans wedding guest,"Legality, Constitutionality, Jurisdiction",5.0,en
"Mexican druglords are taking over the business of smuggling migrants into the United States, using them as human decoys to divert authorities from billions of dollars in cocaine shipments across the same border.",Crime and Punishment,7.0,en
"Mr. Rheinheimer also charged Mr. Corbett with the lesser offenses of second-degree murder, manslaughter and negligent homicide. Whether probable cause exists for the charges will be determined by a justice of the peace at a preliminary hearing that has not yet been set.",Crime and Punishment,7.0,en
"The Georgia Association of Latino Elected Officials consistently raised concerns about SB 529, arguing that among other problems with the bill, states do not have the authority to enforce federal immigration laws.","Legality, Constitutionality, Jurisdiction",5.0,en
"According to Canadian news reports, Cheryl Kuehn, a 23-year-old Canadian on her way to Florida, spent nine hours in a Georgia detention center after being stopped for a pair of minor traffic violations.",Crime and Punishment,7.0,en
amnesty,"Legality, Constitutionality, Jurisdiction",5.0,en
Worker visas in heavy demand; Skilled labor: Applications by U.S. businesses for foreign help far exceed government limits.,Economic,1.0,en
"California Gov. Arnold Schwarzenegger is the undisputed fittest and coolest-looking governor. But he kicked off the 25th annual convention of the National Association of Hispanic Journalists last week by putting those boots in his mouth. By now, most folks know what he said.",Political,13.0,en
IMMIGRANT ADVOCATES OFF TO D.C.,Political,13.0,en
"The lobbying trips are part of a renewed push by immigrant advocates nationwide to sway Congress into passing immigration reform, two weeks after a bill stalled in the Senate.",Political,13.0,en
"""To white people, we are all black,"" said Wanjiru Kamau, a Kenyan-born community activist in Washington. ""But as soon as you open your mouth to some African-Americans, they look at you and wonder why you are even here.",Cultural Identity,11.0,en
"The 2000 census recorded 881,300 U.S. residents who were born in Africa. By 2005, the number had reached 1.25 million, according to Brookings Institution researcher Jill Wilson.",Cultural Identity,11.0,en
"By dedicating the money, Bush said, ""We're going to do our jobs of securing the border once and for all.""",Security and Defense,8.0,en
"Salazar hopeful on immigration Saying ``failure ... is not an option,'' the senator anticipates that he and his colleagues will revisit the bill in July.",Political,13.0,en
"Voting in favor of the immigration bill were 37 Democrats, seven Republicans and one independent. Voting against: 38 Republicans, 11 Democrats, one independent.",Political,13.0,en
"Senate Majority Leader Harry Reid, D-Nev., and other Democrats blamed Republican opponents of the bill for its collapse, even though 11 Democrats also opposed the bill.",Political,13.0,en
"In Silicon Valley, they are primarily Indian and Chinese engineers, but they are also doctors, architects, financial professionals and former CEOs, said Pratik Dakwala, a local Immigration Voice leader and a San Jose business consultant.",Economic,1.0,en
"The military orders, administrative records and personnel rosters Butler found list the thousands of men who served in the Bosnian Serb army during the countryÍs civil war in the early 1990s.",Security and Defense,8.0,en
U.S. immigration agencies say anti-terrorism is their primary mission,Security and Defense,8.0,en
"Goodling told the House Judiciary Committee on Wednesday that she ""crossed the line"" in considering political affiliation for several categories of career applicants at Justice, including immigration judges.","Legality, Constitutionality, Jurisdiction",5.0,en
"As the Senate considers illegal immigration reform legislation, my office has been inundated with phone calls from constituents asking, ""What part of 'illegal' don't senators understand?""","Legality, Constitutionality, Jurisdiction",5.0,en
Don't Imperil Asylum,"Legality, Constitutionality, Jurisdiction",5.0,en
U.S. and Mexican officials say increased border security has thwarted smugglers who had succeeded for years at beating the system.,Security and Defense,8.0,en
The county shelved the proposal until court challenges on similar ordinances in other states have been decided,"Legality, Constitutionality, Jurisdiction",5.0,en
Ritter wants immigration enforcement,Policy Prescription and Evaluation,6.0,en
Munley said Hazleton's action was preempted by federal law and violated the plaintiffs' due-process rights.,"Legality, Constitutionality, Jurisdiction",5.0,en
Chung: Green-card turnaround restores faith,Public Sentiment,12.0,en
Why terrorists target Europe over U.S.,Security and Defense,8.0,en
IMMIGRATION; $1 Billion Rise Proposed for Enforcement,Economic,1.0,en
"Defenders of the bill were ultimately reduced to this argument: Something is better than nothing, and the House will improve the admittedly imperfect Senate bill.",Policy Prescription and Evaluation,6.0,en
"Conservative Republican senators, along with the talk radio host Rush Limbaugh, welcomed the result as evidence of a vibrant democracy in which lawmakers had heeded public opinion.",Political,13.0,en
"But the paper also ascribed blame to Mexico, saying the country is itself guilty of hypocrisy for not creating enough employment to entice Mexicans to stay at home.",External Regulation and Reputation,14.0,en
"English-only advocates resent the ever-present push to accommodate Spanish-speaking citizens in advertising, schools and even the ballot box. Should we fight the emergence of a bilingual America? Speaking of tongues... It's a multilingual world, after all",Cultural Identity,11.0,en
"Mayor Bloomberg, a frequent ally of Spitzer, said city lawyers think the plan wouldn't meet new federal ID requirements, so New Yorkers couldn't use their licenses to enter federal buildings or go through airport security.","Legality, Constitutionality, Jurisdiction",5.0,en
"Spitzer has said his plan would make roads safer because all immigrant drivers could get licenses and insurance, whether or not they were here legally.",Health and Safety,9.0,en
Similar protests have been held across the country amid the national debate on comprehensive immigration reform.,Public Sentiment,12.0,en
"Much of our country's simmering dialogue on immigration sooner or later turns to the question of hiring people to perform certain ""jobs Americans won't do.""",Economic,1.0,en
"Feds get judicial scolding Judge exasperated at new delays in immigrant's citizenship quest Zuhair Mahd, a blind Palestinian computer programmer, has been in the U.S. legally for 17 years and passed his citizenship test in 2004.","Legality, Constitutionality, Jurisdiction",5.0,en
"A federal judge bristled with what he called ""sheer disbelief"" at the government's failure to follow his order in the case of a blind Palestinian immigrant stalled in his quest for citizenship.
","Legality, Constitutionality, Jurisdiction",5.0,en
"All 140 seats in the General Assembly are on the ballot this fall, and illegal immigration has been a key issue statewide -- particularly in Northern Virginia, where Republicans have been losing ground in recent elections.",Political,13.0,en
"Such costs, and the social problems associated with illegal aliens' failure to assimilate into American culture  -- by not learning English or by living in overcrowded housing, for example -- are real and cannot be swept aside simply by blaming their recognition on ""ethnic prejudices.""",Economic,1.0,en
"""This marked a precedent for future students,"" Galeas said. ""Really, I do not see it as a personal achievement but one for people who come after me or are in my same situation. It's a feeling of satisfaction.""",Quality of Life,10.0,en
"Last month a Miami immigration judge granted that asylum request, ending a five-year legal odyssey and opening the door for Rivera to apply for permanent residency.
","Legality, Constitutionality, Jurisdiction",5.0,en
A NEW MITT ROMNEY RADIO ad aimed at Republican voters worried about illegal immigration takes a point-blank shot at New York - and Mayor Bloomberg didn't hesitate to fire back yesterday.,Political,13.0,en
"Bloomberg has been mentioned in speculation as a possible independent candidate for President in 2008, although he said in a TV interview that aired yesterday that he's not running and has no interest in the No. 2 spot, either.",Political,13.0,en
"Last night was one of the board's last chances to make some headway. At the end of the year, the board will change hands to a Democratic majority that might not address the issue with the same zeal.",Political,13.0,en
"N.J. ranks third in increase of nonnatives; It trails only California and Texas, a new study says. N.J. immigrants tend to be more affluent, though.",Cultural Identity,11.0,en
"It shows how Latino families change across the generations. About 52 percent of Hispanic immigrants speak only Spanish at home, but just 11 percent of their adult children speak only Spanish at home.",Cultural Identity,11.0,en
"Immigrants Pull Weight In Economy, Study Finds",Economic,1.0,en
"Immigrants contribute nearly one-fourth of the economic output of New York State, and outside of New York City,",Economic,1.0,en
"The Hmong leaving Thailand this year will receive housing, clothing and other support until they can care for themselves, said Graham Spence of the Switzerland-based International Organization for Migration, which helps resettle displaced people.
",Quality of Life,10.0,en
Sen. Hillary Clinton tried to put her biggest stumble of the campaign in the rearview mirror yesterday by coming out against driver's licenses for illegal immigrants.,Political,13.0,en
"Cisneros stumps for Clinton Latino choice clear, HUD secretary says",Political,13.0,en
"Election 2007 Greeley's mayoral race over at start Fears over crime, gangs and a perceived weak approach to illegal immigration doomed the incumbent's return bid.",Political,13.0,en
"The long and tortuous case, considered by civil liberties groups an important test of both immigrants' rights and antiterrorism law, had gone before the Supreme Court once and a federal appeals court four times, in addition to its repeated trips to the Board of Immigration Appeals, which hears appeals from decisions of immigration judges around the country.","Legality, Constitutionality, Jurisdiction",5.0,en
"Last week, the Senate --- pushed by a craven White House --- rejected the Dream Act",Political,13.0,en
"And while many illegal immigrants save assiduously, most choose to send their money home these days through wire transfers, or cash remittances.

But Zapeta, 39, who doesn't have much of an education, sent no money back to Guatemala over the years.
",Economic,1.0,en
"Three-quarters of likely voters in Virginia said immigration is important to their votes in the election for state and local offices, while just a year ago, immigration ranked seventh of 10 listed issues in a Post poll before the U.S. Senate race. Since then, the percentage of Virginia voters calling immigration ""extremely"" or ""very"" important to their vote has jumped 15 points.",Public Sentiment,12.0,en
Why I Resigned,Other,15.0,en
"""It's hard to say,"" said Municipal Court Judge Harry Schwartz. ""Probably both. I listen to both parties' testimonies and then I make a decision on the evidence. If they don't like the decision, they can appeal to a higher court and try again. We're very generous in this country.""","Legality, Constitutionality, Jurisdiction",5.0,en
The bill would let police seize any vehicle driven by an illegal immigrant that is involved in a traffic violation or accident.,Policy Prescription and Evaluation,6.0,en
Leesburg Police Arrest Two Gang Suspects,Crime and Punishment,7.0,en
Perhaps the most significant change to the visa program would be a new method for figuring wages for foreign farmworkers.,Policy Prescription and Evaluation,6.0,en
"Citing Profiling Worries, Chief Seeks Cameras in Police Cars",Fairness and Equality,4.0,en
"As of 2010, when the federal Real ID law kicks into effect, even people who have long held Maryland licenses will be denied renewals.",Policy Prescription and Evaluation,6.0,en
Americans are angered by this violation of the law and fear its impact on state budgets and national security.,Public Sentiment,12.0,en
"He also urged assimilation of immigrants. ""One of the biggest lessons I've learned is assimilation,"" Sellier said, after making opening remarks in Spanish.",Cultural Identity,11.0,en
It's responding to what has become routine phrases and pedestrian fears.,Health and Safety,9.0,en
"Behind the politics, real problems to address",Political,13.0,en
"In exchange for their investments, the foreigners receive whatever dividends result from the projects and green cards for their immediate family.
",Economic,1.0,en
"hould be granted political asylum based on her fear of female circumcision, a ritual practiced in some parts of Africa and Asia, aimed at keeping young women chaste, clean and faithful.","Legality, Constitutionality, Jurisdiction",5.0,en
"D.A. King recently claimed that E-Verify is the way to go for moving forward with an enforcement-only approach to our failed immigration policies. However, E-Verify is not made to operate in the manner in which they are proposing.",Capacity and Resources,2.0,en
"A34-YEAR-OLD man being held in a U.S. facility for foreign detainees dies of heart failure after employees  wait more than 40 minutes after his collapse to provide medical help. A permanent legal resident facing deportation because of a 10-year-old conviction for buying stolen jewelry is denied treatment for a suspected recurrence of cancer. An 81-year-old Baptist minister, seeking asylum from his native Haiti, perishes in custody after a nurse concludes he was faking illness.",Health and Safety,9.0,en
"Lawsuit Challenges Immigration Raids in New Jersey
","Legality, Constitutionality, Jurisdiction",5.0,en
DEPORTING NEW YORK JOBS,Crime and Punishment,7.0,en
Disorder On The Border,Security and Defense,8.0,en
"""We believe all of them had help,"" Chester Moyer, St. Louis INS officer in charge, said Monday. ""We also believe some of them paid very high prices for this help. We want to know how they got here, how they obtained the documents and who they were associated with.""",Crime and Punishment,7.0,en
"During a two-day period earlier this month, INS officials pulled 15 illegal immigrants from their jobs at three doughnut shops: one on Dorsett Road in Maryland Heights, one on Olive Boulevard in Creve Coeur and one on Florissant Road in Dellwood.",Crime and Punishment,7.0,en
"The incident allegedly occurred May 11, a day before a federal immigration raid resulting in more than 300 convictions on charges related to identity theft.",Crime and Punishment,7.0,en
What Do Immigrants Deserve? A Warm Welcome and the Usual Benefits -- but Not Affirmative Action,Fairness and Equality,4.0,en
"IF WE GROW IT THERE, THEY (ILLEGALS) WON'T COME",Other,15.0,en
SCAM WARNING ON GREEN CARDS,Crime and Punishment,7.0,en
"A Justice Department official, Deborah J. Rhodes, said all defendants were provided with criminal defense lawyers and interpreters, as well as access to immigration lawyers and consular officials. Federal judges also asked them and their lawyers if they understood and voluntarily agreed to the terms, she said.","Legality, Constitutionality, Jurisdiction",5.0,en
OBAMA CALLS DEPORTING WRONG IMMIGRANT TACK,Political,13.0,en
Appeals board upholds deportation 83-year-old Wisconsin man is accused of being a guard at Nazi concentration camp.,Crime and Punishment,7.0,en
"Consuelo Solano, 69, of Arlington County and Juan Faustino Solano, 57, of Kensington face prison sentences of 20 years each. Juan Solano, Consuelo's brother, also pleaded guilty to a charge of conspiracy to commit alien harboring and faces an additional 10 years.",Crime and Punishment,7.0,en
"Jovy Mark showed up at Manila Oriental, a Falls Church grocery that doubles as an agent for Filipino shipping companies, lugging two hefty boxes destined for relatives in the Philippines. Inside: Four 25-pound bags of Japanese rice, purchased at a Korean supermarket in Virginia and about to make a trip back to Asia.",Quality of Life,10.0,en
"Thanks largely to immigration trends, the United States is on track to grow from 306 million today to 439 million by 2050, an increase in population with enormous implications for water scarcity, social cohesion, quality of life, educational attainment, the environment and our dependence on oil.",Capacity and Resources,2.0,en
'Crossing Over': Looks like we've been here before,Cultural Identity,11.0,en
"An Immigration Attorney Is Accused of Being a Fraud, and His Clients Scramble for Help",Crime and Punishment,7.0,en
"Mr. Espinal, 59, was charged last month with pretending to be an immigration lawyer since at least April 1992 and defrauding three clients, all of them Latino immigrants. He pleaded not guilty and has been released on $50,000 bail.",Crime and Punishment,7.0,en
More Illegal Immigrants Turned In; U.S.-Trained Unit In Sheriff's Office,Crime and Punishment,7.0,en
"Of the 135 people turned over to ICE last year, about 30 were the result of investigations by the three trained deputies, he said.",Crime and Punishment,7.0,en
"Thomas L. Friedman: Why put up barriers to brainpower?
",Capacity and Resources,2.0,en
Montgomery Steps Up Reporting in ICE Efforts; County Defends Plan To Flag All Suspects Of Violent Crimes,Crime and Punishment,7.0,en
"He said Mohawk sought to prevent him from testifying in another lawsuit in which former and current employees claimed the company recruited, hired and harbored illegal immigrants to undercut wages.","Legality, Constitutionality, Jurisdiction",5.0,en
U.S. Report On the Death Of a Detainee Is Scathing,Crime and Punishment,7.0,en
Mexicans Deny They Would Order Border Crackdown in Return for U.S. Loan Guarantees,External Regulation and Reputation,14.0,en
Mexican officials strongly denied today that they would agree to block migrants from crossing illegally into the United States or give American officials greater influence over their anti-drug efforts in return for $40 billion in proposed loan guarantees.,External Regulation and Reputation,14.0,en
VOTERS SPOKE PRO-REFORM ON ELECTION DAY,Political,13.0,en
The result has been a significant reversal after a decade of rapid growth in illegal immigration.,Cultural Identity,11.0,en
"Judge James W. Midelis instructed the jury in state court late last week that because of a Florida appeals court decision, it was already ''a matter of law'' that the patient, Luis Alberto Jimenez, had been unlawfully detained and deprived of his liberty.","Legality, Constitutionality, Jurisdiction",5.0,en
"A review of the illegal immigrants selected for deportation in jails in Harris County, Tex., shows that the biggest categories of offenses were drunken driving and drug possession, mostly misdemeanors.",Crime and Punishment,7.0,en
Attorney General Eric H. Holder Jr. on Wednesday  reversed a Bush administration ruling  that had weakened the ability of immigrants facing deportation to argue that their lawyers did a bad job.,"Legality, Constitutionality, Jurisdiction",5.0,en
Detained Asylum-Seekers Find It Harder to Win Release,"Legality, Constitutionality, Jurisdiction",5.0,en
Ruben Navarrette Jr.: U.S.-Mexico agenda is the same as it ever was,External Regulation and Reputation,14.0,en
GOP Intensifies Action On Citizenship Inquiry,Political,13.0,en
PLACE WHERE NEWCOMERS TO U.S. FOUND HELPING HAND,Quality of Life,10.0,en
A Rush for Work Visas Even as Demand Dips,"Legality, Constitutionality, Jurisdiction",5.0,en
Help Haitians Help Haiti,External Regulation and Reputation,14.0,en
Hearing continued on assets of illegal-immigrant millionaire,"Legality, Constitutionality, Jurisdiction",5.0,en
GOPERS ARE FLIPPO OVER LIPPO FUNDS,Political,13.0,en
"GOP REACTION: The GOP has called for congressional investigators and an independent counsel to probe whether Lippo used Asian-Americans and resident aliens as fronts for funneling Lippo money to Clinton and the Democratic Party.
",Political,13.0,en
Editorial: Immigration reform on hold. So is sanity on drug war,Policy Prescription and Evaluation,6.0,en
U.S. TO OVERHAUL DETENTION POLICY FOR IMMIGRANTS,Crime and Punishment,7.0,en
The Obama administration,Political,13.0,en
"Drug violence floods border Mexicans seek refuge with special visas, but few are granted asylum.
","Legality, Constitutionality, Jurisdiction",5.0,en
COUNT ILLEGALS AND LEGALS,Other,15.0,en
"If Marco Rubio is willing to make his election a higher priority than his state, he isn't qualified to represent Florida in the Senate.",Political,13.0,en
"LOCAL LAWMAKERS SEEK HAITI STRATEGY ; The state needs a 'czar' to coordinate, they say.",Policy Prescription and Evaluation,6.0,en
Jail Protest By Detainees Is Broken Up,Crime and Punishment,7.0,en
STATES NEED TO STEP IN WHEN FEDS FAIL,"Legality, Constitutionality, Jurisdiction",5.0,en
"The plaintiffs sued over a section of the 1990 Immigration and Naturalization Act that made document fraud a crime punishable by automatic and permanent deportation. The provision was intended to deter illegal immigrants from tampering with Social Security or residency green cards.
","Legality, Constitutionality, Jurisdiction",5.0,en
Obama and Senator Differ On Narrative of Meeting,Political,13.0,en
Et cetera; Smart insights on the news of the day,Other,15.0,en
Surprising Immigration Crackdown Advances,Crime and Punishment,7.0,en
"Among several new fees, officials said, will be a $6,230 charge for foreigners proposing to invest $500,000 or more in businesses to create jobs in the United States.",Economic,1.0,en
"Shortly after the boy was shot, Mexican soldiers arrived at the scene and pointed their guns at the Border Patrol agents across the riverbank while bystanders screamed insults and hurled rocks and firecrackers, FBI spokeswoman Andrea Simmons said. She said the agents were forced to withdraw.",External Regulation and Reputation,14.0,en
"Americans overwhelmingly support this law, according to polls, and at least 18 other states are considering adopting similar immigration laws.",Public Sentiment,12.0,en
Is Dora the Explorer an illegal immigrant?,Other,15.0,en
"But experts say the pictures and the rhetoric surrounding them online, in newspapers and at public rallies, reveal some Americans' attitudes about race, immigrants and where some of immigration reform debate may be headed.",Public Sentiment,12.0,en
"The Republican primary to succeed Arnold Schwarzenegger (R) as governor of California has spawned a flood of ads attacking both Meg Whitman, the former CEO of eBay, and Steve Poizner, the former state insurance commissioner -- the two frontrunners for the nomination.
",Political,13.0,en
e's one of the thousands of Haitians in the UnitedStateswho have received temporary protected status since the earthquake in Haiti.,"Legality, Constitutionality, Jurisdiction",5.0,en
"The case of Olga Franco, the illegal immigrant convicted of killing four children in a 2008 school bus crash near Cottonwood, Minn., goes in front of a Minnesota Appeals Court panel today.",Crime and Punishment,7.0,en
The Borders We Deserve,Security and Defense,8.0,en
Audit sought of skipped process with jobless aid E-mails show that state workers disabled software blocking benefits for illegal immigrants.,Crime and Punishment,7.0,en
"States are much the same way. The eyes of the nation are fixed on Arizona, the undisputed problem child in the nation's immigration debate. But there are other states where lawmakers are eager to follow Arizona's lead and blame Washington for not solving a problem that, in truth, their own citizens (i.e., employers) helped create.",Political,13.0,en
"A day after a federal judge gutted the controversial ""papers, please"" law, the weakened statute still drew protests in Phoenix and New York.","Legality, Constitutionality, Jurisdiction",5.0,en
"After the rally, protesters marched up Walnut Street and then onto the 200 block of Chestnut Street, outside the U.S. Immigration and Customs Enforcement building, where they unfurled a large mat with ""Welcome"" painted across it.
",Public Sentiment,12.0,en
The ruling by a federal judge temporarily preventing key parts of the controversial Arizona immigration law from taking effect highlights the constitutional problems with the state's approach. Judge Susan Bolton explained that the law intruded on federal authority over immigration matters and put legal immigrants at risk of being subject to unjust arrest and detention.,"Legality, Constitutionality, Jurisdiction",5.0,en
"Try McCain's border plan; How Obama might break a political logjam
",Political,13.0,en
"With attorneys for three other organizations, including the American Civil Liberties Union, Rubin asked Sullivan to delay the new law for a month to give the government more time to prepare for it and to ""remedy the fear and confusion prevailing among immigrants.""","Legality, Constitutionality, Jurisdiction",5.0,en
"Padilla's court-appointed attorney advised him to plead guilty, assuring Padilla the conviction would not impact his immigration status.","Legality, Constitutionality, Jurisdiction",5.0,en
"Under Colorado's law, local law enforcement must only report people whom they have arrested - but not necessarily detained - for another crime to U.S. Immigration and Customs Enforcement if they have ""probable cause"" to think the person is in the country illegally.","Legality, Constitutionality, Jurisdiction",5.0,en
"I don't condone killing these illegals, but I do support stopping them with the only thing they seem to understand: brute force.",Security and Defense,8.0,en
Protest march targets prison for immigrants; Demonstrators from several rights groups take part; 8 arrested.,Public Sentiment,12.0,en
Report points to faster recovery in jobs for immigrants,Economic,1.0,en
Not exactly a man of his word,Other,15.0,en
"Hai Doo, a laundry worker from Myanmar, got grants to buy his first home. Yasoda Bhattarai, a new mother from Bhutan, credits 10 weeks of free hospital care for saving her daughter, who was born with tuberculosis. ''Whenever people ask me about Phoenix, I tell them it is the best place,'' she said.
",Quality of Life,10.0,en
"""It has been another record-breaking year at ICE - one that has seen ICE enforce the law at record levels, and in sensible, firm and thoughtful ways,"" said Homeland Security Secretary Janet Napolitano.",Crime and Punishment,7.0,en
But the Immigration and Customs Enforcement agency now says that opting out of the program is not a realistic possibility - and never was.,"Legality, Constitutionality, Jurisdiction",5.0,en
